GeoName,Description,Unit,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mississippi,Population,People,2525342,2539032,2556776,2567719,2578053,2588103,2593596,2588545,2580349,2574272,2578897,2598733,2623734,2655100,2688992,2722659,2748085,2777004,2804834,2828408,2848353,2852994,2858681,2868312,2889010,2905943,2904978,2928350,2947806,2958774,2970615,2979147,2984599,2989839,2991892,2990231,2990595,2990674,2982879,2978227,2958409,2949582
Missouri,Population,People,4921966,4932069,4929456,4943735,4975276,5000260,5023055,5056702,5081737,5095844,5128880,5170800,5217101,5271175,5324497,5378247,5431553,5481193,5521765,5561948,5607285,5641142,5674825,5709403,5747741,5790300,5842704,5887612,5923916,5961088,5996089,6011182,6026027,6042989,6059130,6075411,6091384,6111382,6125986,6140475,6154426,6170393
Montana,Population,People,788752,795325,803984,814029,820904,822320,813738,805064,800200,799634,800204,809680,825770,844761,861306,876553,886254,889865,892431,897507,903773,906961,911667,919630,930009,940102,952692,964706,976415,983982,990730,997518,1004168,1014158,1022657,1031495,1042137,1053862,1061818,1070123,1087211,1106366
Nebraska,Population,People,1572296,1578517,1581776,1584293,1588638,1584661,1574328,1566544,1571477,1574858,1581660,1595919,1611687,1625590,1639041,1656992,1673740,1686418,1695816,1704764,1713820,1719836,1728292,1738643,1749370,1761497,1772693,1783440,1796378,1812683,1829591,1840914,1853691,1865813,1879955,1892059,1906483,1916998,1925512,1932571,1963273,1964253
Nevada,Population,People,810215,847656,881538,901978,924921,951032,980614,1023374,1075023,1137382,1220695,1296171,1351367,1411215,1499298,1581578,1666320,1764104,1853191,1934718,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2702483,2713114,2744670,2776956,2818935,2868531,2919555,2972097,3030725,3090771,3115840,3146632
New Hampshire,Population,People,924250,936621,947720,958134,976863,996753,1025054,1054289,1082576,1104523,1112384,1109929,1117784,1129458,1142560,1157561,1174719,1189425,1205940,1222014,1239882,1255517,1269089,1279840,1290121,1298492,1308389,1312540,1315906,1316102,1316807,1320444,1324677,1327272,1334257,1337480,1343694,1350395,1355064,1360783,1378702,1387494
New Jersey,Population,People,7376330,7407471,7430970,7467784,7515474,7565530,7622161,7670741,7712333,7726086,7762963,7814676,7880508,7948915,8014306,8083242,8149596,8218808,8287418,8359592,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8799451,8828552,8845671,8857821,8867277,8870312,8873584,8888147,8891730,8891258,9272392,9269175
New Mexico,Population,People,1309400,1332747,1363822,1394362,1416719,1438360,1462728,1478519,1490336,1503901,1521574,1555305,1595442,1636453,1682398,1720394,1752326,1774839,1793484,1808082,1821204,1831690,1855309,1877574,1903808,1932274,1962137,1990070,2010662,2036802,2064614,2080707,2087715,2092833,2090236,2090071,2092555,2092844,2093754,2099634,2118488,2116950
New York,Population,People,17566754,17567731,17589737,17686907,17745676,17791678,17833421,17868844,17941309,17983084,18020784,18122510,18246653,18374954,18459470,18524104,18588460,18656546,18755906,18882725,19001780,19082838,19137800,19175939,19171567,19132610,19104631,19132335,19212436,19307066,19399956,19499921,19574362,19626488,19653431,19657321,19636391,19593849,19544098,19463131,20104710,19854526
North Carolina,Population,People,5898980,5956653,6019108,6077059,6164004,6253957,6321576,6403693,6480591,6565462,6664016,6784280,6897214,7042818,7187398,7344674,7500670,7656825,7809121,7949361,8081614,8210122,8326201,8422501,8553152,8705407,8917270,9118037,9309449,9449566,9574586,9658913,9751810,9846717,9937295,10037218,10161802,10275758,10391358,10501384,10453812,10567100
North Dakota,Population,People,654380,659504,668972,676687,680499,676979,669513,661141,655330,646351,637685,635753,638223,641216,644804,647832,650382,649716,647532,644259,642023,639062,638168,638817,644705,646089,649422,652822,657569,664968,674752,685526,702227,723149,738736,755537,756114,756755,760062,763724,779563,777982
Ohio,Population,People,10800650,10788336,10757085,10737631,10737743,10734926,10730272,10760081,10798554,10829216,10864162,10945762,11029431,11101140,11152454,11202751,11242827,11277357,11311536,11335454,11363543,11387404,11407889,11434788,11452251,11463320,11481213,11500468,11515391,11528896,11539449,11545735,11550971,11579692,11606573,11622315,11640060,11665706,11680892,11696507,11798292,11765227
Oklahoma,Population,People,3040758,3096159,3206129,3290404,3285535,3271333,3252735,3210124,3167064,3150304,3148825,3175440,3220517,3252285,3280940,3308208,3340129,3372917,3405194,3437147,3454365,3467100,3489080,3504892,3525233,3548597,3594090,3634349,3668976,3717572,3760014,3788824,3819320,3853891,3879187,3910518,3928143,3933602,3943488,3960676,3965234,3991634
Oregon,Population,People,2641218,2667985,2664919,2653071,2666589,2672648,2683526,2700996,2741297,2790579,2860375,2928507,2991755,3060367,3121264,3184369,3247111,3304310,3352449,3393941,3429708,3467937,3513424,3547376,3569463,3613202,3670883,3722417,3768748,3808600,3837614,3872672,3900102,3924110,3965447,4018542,4093271,4147294,4183538,4216116,4245044,4256465
Pennsylvania,Population,People,11868305,11858569,11845146,11837726,11815175,11770865,11782754,11810869,11845755,11865992,11903299,11982164,12049450,12119724,12166050,12198403,12220464,12227814,12245672,12263805,12284173,12298970,12331031,12374658,12410722,12449990,12510809,12563937,12612285,12666858,12711406,12747052,12769123,12779538,12792392,12789838,12788468,12794679,12809107,12798883,12995477,13013614
Rhode Island,Population,People,948773,953012,954170,956382,961895,968956,977340,989605,996407,1000666,1005995,1010649,1012581,1015112,1015960,1017002,1020893,1025353,1031155,1040402,1050268,1057142,1065995,1071342,1074579,1067916,1063096,1057315,1055003,1053646,1053994,1053829,1054893,1055560,1056511,1056886,1057816,1056554,1059338,1058158,1096444,1097092
South Carolina,Population,People,3134502,3179255,3207611,3234068,3271864,3303211,3342759,3380507,3412097,3456777,3501155,3570404,3620464,3663314,3705397,3748582,3796200,3859696,3919235,3974682,4024223,4064995,4107795,4150297,4210921,4270150,4357847,4444110,4528996,4589872,4635846,4672655,4719027,4766469,4826858,4896006,4963031,5027102,5091702,5157702,5132151,5193848
South Dakota,Population,People,690851,689584,690597,693009,697250,698404,696036,696034,698160,696698,697101,703669,712801,722159,730790,737925,742213,744223,746058,750412,755844,757972,760020,763729,770396,775493,783033,791623,799124,807067,816193,823740,833859,842751,849670,854663,863693,873732,879386,887127,887852,896299
Tennessee,Population,People,4600252,4627662,4646043,4659757,4686743,4715292,4738708,4782939,4822438,4854432,4894492,4966587,5049742,5137584,5231438,5326936,5416643,5499233,5570045,5638706,5703719,5750789,5795918,5847812,5910809,5991057,6088766,6175727,6247411,6306019,6355518,6400298,6455752,6496943,6544617,6595354,6651277,6714748,6778180,6830325,6926091,6963709
Texas,Population,People,14338208,14746318,15331408,15751674,16007088,16272722,16561103,16621767,16667040,16806729,17056755,17398005,17759738,18161612,18564062,18958751,19340342,19740317,20157531,20558220,20944499,21319622,21690325,22030931,22394023,22778123,23359580,23831983,24309039,24801761,25241897,25645504,26084120,26479646,26963092,27468531,27914064,28291024,28624564,28986794,29234361,29561286
Utah,Population,People,1472595,1515472,1558314,1594943,1622342,1642910,1662833,1678120,1689372,1705865,1731223,1779780,1836799,1898404,1960446,2014177,2067976,2119784,2165960,2203482,2244502,2283715,2324815,2360137,2401580,2457719,2525507,2597746,2663029,2723421,2775413,2814797,2854146,2898773,2938327,2983626,3044241,3103540,3155153,3203383,3283982,3339284
Vermont,Population,People,512524,515594,519108,523302,526658,530035,534066,540267,549763,557708,564798,568606,572751,577748,583836,589002,593701,597239,600416,604683,609618,612223,615442,617858,619920,621215,622892,623481,624151,624817,625886,627197,626361,626603,625693,625810,624366,625132,624802,624046,642936,647093
Virginia,Population,People,5368334,5444094,5492785,5564662,5643868,5715149,5811692,5932273,6036908,6120246,6216884,6301217,6414307,6509630,6593139,6670693,6750884,6829183,6900918,7000174,7105817,7198362,7286873,7366977,7475575,7577105,7673725,7751000,7833496,7925937,8024004,8102437,8187456,8255861,8315430,8367303,8417651,8471011,8510920,8556642,8637193,8657348
Washington,Population,People,4154678,4235728,4276551,4300269,4343657,4400096,4452724,4531903,4639894,4746315,4903043,5025624,5160757,5278842,5375161,5481027,5569753,5674747,5769562,5842564,5910512,5985722,6052349,6104115,6178645,6257305,6370753,6461587,6562231,6667426,6743009,6827479,6898599,6966252,7057531,7167287,7299961,7427951,7526793,7614024,7724566,7741433
West Virginia,Population,People,1951349,1954125,1949605,1945058,1927696,1906831,1882352,1857583,1830213,1806570,1792548,1798735,1806451,1817539,1820421,1823700,1822808,1819113,1815609,1811799,1807021,1801481,1805414,1812295,1816438,1820492,1827912,1834052,1840310,1847775,1854265,1856606,1857446,1854768,1850569,1843332,1832435,1818683,1805953,1795263,1791562,1785249
Wisconsin,Population,People,4712045,4726345,4728862,4721438,4735571,4747765,4755625,4777923,4822391,4856568,4904562,4964343,5025398,5084889,5133678,5184836,5229986,5266213,5297672,5332666,5373999,5406835,5445162,5479203,5514026,5546166,5577655,5610775,5640996,5669264,5690538,5705840,5720825,5738012,5753199,5762927,5775170,5793147,5809319,5824581,5896700,5879978
Wyoming,Population,People,474185,491712,506400,510344,504895,499696,495633,476966,465103,458373,453690,459260,466251,473081,480283,485160,488167,489451,490787,491780,494300,494657,500017,503453,509106,514157,522667,534876,546043,559851,564531,567491,576656,582620,583159,586389,585243,579994,579054,580116,577664,579548
Alabama,Temperature,Fahrenheit,62.5,62.1,62.9,61.6,62.3,63.4,63.9,62.9,62.2,62.6,64.4,64,62.2,62.4,62.9,63.2,61.9,62.5,64.8,64.3,63.9,62.6,63.8,62.8,63.3,63.5,64,64.3,63,63.1,62.9,63.5,64.9,62.7,62,64.3,65.6,65.2,64.4,65.3,65.1,63.8
Arizona,Temperature,Fahrenheit,60.1,61.4,58.9,59.1,59.5,59.5,60.6,59.4,60.1,61.2,59.9,59.1,59.7,59.7,60.5,60.9,61.9,60.7,59.1,60.8,61.6,61.4,61.1,61.8,60.4,61.1,61.2,61.7,60.5,61.2,60.1,60.6,62,60.5,62.1,61.9,62,63,62.4,60.3,62.6,62
Arkansas,Temperature,Fahrenheit,60.5,60.3,59.7,59.6,59.2,60.4,61.3,60.9,59.8,59.4,61.5,61.1,60,59.3,60.3,60.6,59.4,59.8,62.9,62.1,61.4,60.7,60.7,60.3,61.1,62,61.8,61.8,60,60,61.2,61.6,63.5,59.9,58.5,61.1,63.1,62.5,61.1,61.1,61.3,60.8
California,Temperature,Fahrenheit,58,59.3,56.5,57.4,58.4,57.2,58.8,58.4,58.7,58,58.2,57.9,59.4,57.5,58.1,58.7,59.6,59.2,56.7,57.8,58.7,59.3,58.8,59.4,58.8,58.5,58.7,59,58.9,58.8,57.6,57.6,59.5,59.3,61.4,61,60.1,60.2,60.2,58.4,60.5,60.4
Colorado,Temperature,Fahrenheit,45.3,47.3,44.2,44.7,43.3,44.2,46.2,45.3,45.1,45.4,45.7,44.8,45.4,43.6,46.4,45.7,45.9,45,46.2,46.6,47.1,46.8,46,47,45.8,46.9,46.5,46.4,44.8,45.4,45.7,45.7,48.2,45.2,45.9,47.6,47.3,47.7,47.3,45.2,47.3,47.2
Connecticut,Temperature,Fahrenheit,48.3,48.2,47.7,49.7,48.7,49,48.3,48.8,48.5,48.4,50.3,51.1,47.8,48.7,48.7,49.4,47.9,48.8,51.4,51,48.9,49.8,50.8,48.1,48.8,49.6,50.7,49.8,49.6,48.9,51.4,50.5,52.5,50,48.5,49.5,52.2,51.1,50.5,49.8,51.7,51.2
Delaware,Temperature,Fahrenheit,54.2,53.6,53.6,55.2,54.3,55.8,54.9,54.8,54.3,54.6,56.5,57,54,55,54.8,55.5,53.7,54.9,57.3,56.6,55.1,55.6,57.5,54.5,55.8,55.9,57,56.5,56.2,55.6,56.9,56.9,58.4,56,54.7,56,57.8,57.8,56.9,57.5,58,57.2
Florida,Temperature,Fahrenheit,70.1,69.2,71.2,69.5,69.7,71.2,71.2,70.2,69.8,71.2,72,71.8,70.3,70.5,71.3,71,69.8,71.2,72.2,71.4,70.7,70.6,71.6,70.9,70.7,70.9,71.1,71.7,70.9,71.2,69.6,71.2,71.9,71.6,70.8,73,72.6,73,72.3,73.1,73.5,71.8
Georgia,Temperature,Fahrenheit,63.1,62.4,63.5,62.3,62.9,64.2,64.8,63.2,62.5,63.5,65.2,64.6,62.9,63.3,63.4,63.7,62.5,63.3,65.4,64.7,63.6,63.4,64.6,63.4,63.9,63.9,64.3,64.8,63.6,63.6,63.2,64.2,65.5,63.4,63,65,66.1,65.9,65,66.1,65.8,64.1
Idaho,Temperature,Fahrenheit,43.2,44.4,41.2,43.1,40.7,39.8,43.7,44.5,44.3,42.6,43.9,42.8,45.2,40.7,44.4,43.6,43.2,43.3,44.3,43.4,44,44.3,42.7,45.4,44.1,43.8,44.1,44.9,42.6,42.9,43,42.5,45.1,43.9,44.8,46.6,45.3,44,44.6,42.9,44.4,45.4
Illinois,Temperature,Fahrenheit,51.4,51.9,50.2,52.8,51,51.2,52.4,54,52.3,50.9,53,53.6,52,50.8,51.8,51.9,50,50.9,55.1,53.6,52.8,52.6,53.4,51.6,52.7,53.9,53.6,53.9,51.1,51.3,53.1,52.7,55.7,51.5,49.2,52.6,55.2,54.3,52.3,52.1,53.4,53.4
Indiana,Temperature,Fahrenheit,50.6,50.9,50.2,52.6,50.6,51.6,52,53.1,51.4,50.7,52.6,53.7,51.4,50.8,51.3,51.9,49.8,50.5,54.8,53.4,52.1,52.4,53.3,51,52.3,53,53,53.5,51.2,51.2,52.8,52.6,55,51.6,49.2,52,54.8,54,52.3,52.4,53.4,53.2
Iowa,Temperature,Fahrenheit,48.2,49.1,45.8,48.5,47,46.5,47.9,51.1,48.8,47.1,49.2,48.3,48,45.6,47.4,47.4,45.4,46.8,50.8,49.8,49.3,48.2,49.2,48,48.6,49.9,49.9,49.3,46,46.6,48.2,48,52.1,47.1,45,49.1,51.1,49.9,47.3,46.8,49.2,49.8
Kansas,Temperature,Fahrenheit,55.1,55.8,52.9,54,53.2,52.8,55.9,55.5,54.6,53.6,55.4,55.4,54.4,51.7,54.9,54,53.1,53.7,56.2,55.9,56,55.4,55.2,55,55,56.1,56.6,55.4,53.6,53.7,55,55.2,58.2,53.9,53.5,56.2,57.5,56.3,54.6,53.7,55.6,55.9
Kentucky,Temperature,Fahrenheit,54.7,54.5,54.9,55.7,54.7,55.6,56.4,56.4,54.9,54.8,56.7,57.4,55.3,55,55.2,55.6,54.1,54.6,58,57.3,56.1,56,57.1,55.2,56.4,56.9,56.4,57.8,55.5,55.4,56.3,56.4,58.3,55.3,54.2,56.2,58.4,57.9,56.8,57.4,57.4,56.5
Louisiana,Temperature,Fahrenheit,66,66.1,66.4,64.8,65.6,66.9,67.2,65.8,65.8,65.9,67.3,66.9,65.9,65.7,66.3,66.9,66,66.2,68.4,67.9,67.6,66.2,66.8,66.4,67.1,67.5,67.6,67.2,66.8,67,66.4,67.6,68.6,66.5,64.9,67.9,68.9,68.9,67.7,67.6,68.3,67
Maine,Temperature,Fahrenheit,40,41.3,39.8,42.4,41.2,40.2,39.9,41,41.2,39.8,41.6,42,39.6,40,40.3,41.2,40.5,40.1,43.3,43.8,41.2,42.2,42,40.4,40.6,41.7,43.7,41.1,41.5,40.8,44.6,42.7,43.9,42.3,40.8,41,43.7,42.5,41.6,40.6,43.3,44.4
Maryland,Temperature,Fahrenheit,53.7,53.1,53.2,54.5,53.7,55.2,54.4,54.6,53.8,54,55.9,56.6,53.6,54.3,54.1,54.8,52.9,54.1,56.8,55.8,54.5,54.8,56.6,53.8,55.1,55.3,56.1,55.9,55.3,54.7,56,56,57.5,54.9,53.5,55.1,56.9,56.8,55.8,56.6,57.2,56.6
Massachusetts,Temperature,Fahrenheit,46.9,47.1,46.5,48.8,47.6,47.6,47,47.4,47.3,47.1,48.9,49.7,46.5,47.3,47.5,48.2,46.9,47.5,50.2,49.9,47.8,48.6,49.7,47,47.7,48.5,49.8,48.6,48.5,47.8,50.4,49.3,51.4,49,47.5,48.1,50.8,49.7,49.3,48.6,50.8,50.7
Michigan,Temperature,Fahrenheit,43.2,43.8,42.9,45.4,43.8,43.9,44.1,46.8,44.7,43.1,45.1,45.8,43.3,43.3,43.6,44.6,42.3,43.4,48.2,46.5,45.5,46.1,46,43.9,44.8,46.1,46.7,46.4,44.2,43.7,47.1,45.3,48.4,44.5,41.5,44.8,47.8,46.5,44.8,44,46.5,47.3
Minnesota,Temperature,Fahrenheit,41,42.6,38.7,42.3,40.8,39.1,40.8,45.2,41.8,39.5,42.2,41.5,41,38.8,40.7,40.6,37.8,39.9,45.1,43.6,42.6,42.2,42.1,41.5,41.4,43.1,44.1,42.9,39.6,39.9,42.9,41.5,45.4,39.8,38,43.3,45,42.7,40.3,39.5,42.2,44.4
Mississippi,Temperature,Fahrenheit,63.1,63.1,63.4,62.2,62.7,63.8,64.4,63.3,62.8,62.8,64.6,64.3,62.9,62.8,63.4,63.8,62.8,63.1,65.6,65.1,64.6,63.2,64.2,63.3,64,64.3,64.6,64.8,63.5,63.8,63.6,64.2,65.5,63.3,62.2,65,66.2,65.9,64.7,65.1,65.6,64.4
Missouri,Temperature,Fahrenheit,55,55,53.2,54.8,53.5,53.6,55.6,56.3,54.6,53.6,55.8,55.9,54.6,52.9,54.6,54.4,52.9,53.7,57.1,56.4,55.8,55.1,55.4,54.5,55,56.4,56.4,56.4,53.5,54,55.2,55.3,58.5,54,52.6,55.6,57.9,57.1,55.1,54.9,55.9,56
Montana,Temperature,Fahrenheit,42.3,44,39,42.6,41.3,38.9,42.7,44.6,44.2,40.9,43.1,42.4,43.9,39.2,42.8,41.9,39.5,41.8,44.1,43.7,42.9,43.4,41.3,43.4,42.7,43.3,44.2,44.2,41.7,41.2,41.2,41.3,44.7,42.6,41.5,44.9,45,42.9,41.1,39.9,43.2,44.3
Nebraska,Temperature,Fahrenheit,49.6,50.6,46.9,48.8,47.5,47,49.8,50.8,49.5,48.4,49.9,49.7,49.3,45.7,49.3,48.6,46.8,48.3,50.6,50.8,50.5,49.9,49.9,49.8,49.8,50.9,50.9,50.3,47.7,47.7,49,48.7,52.8,48.7,47.8,50.7,51.9,50.6,48.2,47.4,50.5,50.9
Nevada,Temperature,Fahrenheit,50.3,51.8,48.3,49.4,49,48.6,51.4,50.7,50.7,49.9,50.5,49.5,51.6,48.4,50.8,50.8,51.6,50.8,49.2,50.5,51.4,51.7,50.7,52.2,50.8,50.6,50.9,51.6,50.4,50.5,49.6,49.8,52.4,50.6,52.7,53.1,52,52,52.1,49.8,52.5,52.5
New Hampshire,Temperature,Fahrenheit,42.1,42.9,41.8,44.3,43.3,42.8,42.5,43,43,42.2,44.1,44.8,41.7,42.5,42.6,43.6,42.5,42.5,45.7,45.5,43.3,44.1,44.9,42.4,43,44,45.4,43.5,43.7,43,46,44.7,46.6,44.5,42.8,43.4,46.2,45.1,44.2,43.2,45.7,46
New Jersey,Temperature,Fahrenheit,51.9,51.4,51.1,53,51.9,52.9,52.1,52.3,51.7,51.9,53.7,54.5,51.3,52.3,52,52.8,51.2,52.2,55,54.2,52.5,53.1,54.6,51.8,53,53.6,54.6,53.8,53.6,52.8,54.8,54.5,55.8,53.4,51.8,53.5,55.4,54.7,54,54.3,55.5,55
New Mexico,Temperature,Fahrenheit,53.4,54.4,52.8,52.5,52.3,52.9,53.6,52,52.6,54,53.3,52.4,52.6,53,54.3,54.3,54.7,53.2,54,54.5,55.2,54.6,54.4,55.4,53.6,54.6,54.8,54.2,53.6,54.5,53.8,55,55.8,53.7,54.7,55,55.4,56.3,55.6,54.4,56.1,55.1
New York,Temperature,Fahrenheit,44,44.4,44.1,45.9,44.8,45.1,44.8,45.6,45,44.3,46.4,47.2,43.8,44.3,44.1,45.6,44.1,44.5,48.1,47.1,45.3,46.4,47.2,44.4,45.2,46.3,47.2,46,45.7,45.1,47.3,46.8,48.9,46,44.3,45.3,48.1,47.1,45.9,45.3,47.7,47.6
North Carolina,Temperature,Fahrenheit,58,57.3,58.2,58.2,58.2,59.6,59.7,58.4,57.4,58.5,60.5,60.3,58.4,58.8,58.7,58.8,57.5,58.2,60.6,59.8,58.7,58.8,60.3,58.7,59.3,59.5,59.5,60.4,59.4,59.1,59.3,59.8,60.7,58.6,58.4,60.1,61.3,61.1,60.3,61.2,61,59.8
North Dakota,Temperature,Fahrenheit,41.5,43.3,37.5,42,40.6,38.2,41.1,45,42.7,39.8,42.5,41.9,41.7,38,39.9,39.9,36.8,39.8,43.5,42.6,42,41.6,40.9,40.8,40.6,42.5,43.7,42.1,39.7,38.4,40.8,40.1,44.5,39.1,38.4,43.3,44.8,41.8,39.6,38.2,41.9,44.2
Ohio,Temperature,Fahrenheit,49.5,49.6,49.9,51.7,49.8,51,51.3,52.1,50.5,49.9,51.9,53.2,50.3,50.5,50.2,50.8,49.1,50,54,52.5,51.3,51.7,52.8,50.2,51.4,51.9,52.3,52.5,50.7,50.6,52,51.8,54,51.1,49.1,51.2,54.1,53.3,51.9,52.4,53.1,52.9
Oklahoma,Temperature,Fahrenheit,60.5,60.6,58.8,58.6,58.7,59.1,60.5,59.6,59,58.5,60.4,60,59.5,58,59.7,59.5,58.9,58.8,62,61.2,60.8,60.3,59.5,59.8,60.2,61,62,60.2,59.5,59.6,60.1,61.6,63,59.1,58.6,60.7,62.5,61.7,60.2,59.8,60.8,60.4
Oregon,Temperature,Fahrenheit,47,47.8,45.6,47.1,45.6,44.7,47.9,48.4,47.9,46.4,47.8,47.2,49.7,45.3,47.9,48,47.6,47.8,47.9,47,47.5,47.9,47.5,49.1,48.4,47.9,47.9,47.9,46.8,47.3,46.9,46.3,48.1,47.7,49.4,50.5,49,47.8,48.5,47.1,48.8,49.2
Pennsylvania,Temperature,Fahrenheit,47.6,47.4,47.6,49.2,47.8,48.9,48.6,49.1,48.2,48,50,50.8,47.7,48.3,47.8,48.8,47.2,48.1,51.6,50.1,48.9,49.4,50.7,47.8,49.1,49.7,50.3,49.7,48.9,48.5,50.2,50,51.8,49.2,47.3,49.1,51.4,50.8,49.5,49.9,51.2,50.9
Rhode Island,Temperature,Fahrenheit,48.9,48.7,48.4,50.5,49.6,49.5,48.8,49.1,49.1,49,50.8,51.5,48.5,49.3,49.4,50.2,48.7,49.6,51.8,51.8,49.8,50.6,51.5,48.9,49.4,50.2,51.5,50.6,50.7,49.9,52,51.3,52.9,50.8,49.6,50.1,52.7,51.7,51.3,50.7,52.8,52.5
South Carolina,Temperature,Fahrenheit,61.9,61.3,62.3,61.6,62,63.5,63.9,62.2,61.3,62.5,64.4,63.8,62.1,62.6,62.6,62.7,61.6,62.3,64.4,63.6,62.6,62.7,64,62.4,63.1,63.1,63.3,64.2,63,62.9,62.8,63.6,64.5,62.4,62.2,64.1,65.3,65.1,64.2,64.9,64.8,63.3
South Dakota,Temperature,Fahrenheit,46.4,47.7,42.8,45.9,44.5,43,45.2,48.6,46.8,44.7,46.8,46.3,46,42,44.9,44.8,42.1,44.1,47.5,47.7,46.7,45.9,46.1,46.1,46.3,47.6,47.8,47.1,44.1,43.6,45,44.4,49.5,44.4,43.2,47.5,48.7,46.5,44,42.4,46.5,48.2
Tennessee,Temperature,Fahrenheit,57.3,56.8,57.2,57.2,56.8,57.9,58.6,58.2,56.8,57,58.9,59.1,57.2,57.2,57.4,57.7,56.3,57,60,59.4,58.4,57.7,59,57.5,58.5,58.8,58.6,59.9,57.8,57.7,58.1,58.5,60.2,57.4,56.5,58.7,60.7,60,59,59.7,59.5,58.6
Texas,Temperature,Fahrenheit,64.9,65,64.7,63.8,64.2,64.7,65.4,63.7,64.3,64.6,65.4,64.6,64.4,64,65.5,65.3,65.4,64.1,66.9,66.6,66.7,65.4,65.1,65.4,65.3,66,67.1,64.8,65.6,66,64.8,67.4,67.5,65.4,64.6,65.8,67.2,67.4,66,65.8,66.9,65.7
Utah,Temperature,Fahrenheit,48.2,50.1,46.6,47.8,45.9,47,49.1,48.5,48.5,48.4,49.1,47.2,49.1,46.6,49.6,49.1,49.6,48.3,48.3,49.1,50.2,50.2,48.6,50.5,48.7,49.4,49.2,50,48,48.7,47.9,47.8,50.9,47.9,50.1,50.9,50.2,50.6,50.6,47.8,50.5,50.5
Vermont,Temperature,Fahrenheit,41.1,41.8,41.1,43,42.2,41.8,41.6,42.1,42,41.4,43.1,43.8,40.5,41.3,41.2,42.7,41.5,41.4,44.9,44.4,42.2,43.2,43.9,41.5,41.9,43.4,44.7,42.6,43,42.3,44.9,44,45.9,43.5,41.7,42.3,45.1,44.1,43,41.9,44.7,44.9
Virginia,Temperature,Fahrenheit,54.5,53.8,54.3,54.8,54.6,55.9,55.5,55.1,54.1,54.8,56.7,57,54.6,55.1,55,55.3,53.7,54.6,57.2,56.4,55.3,55.3,56.9,54.9,55.8,56.1,56.2,56.9,55.8,55.4,56.2,56.5,57.5,55.2,54.4,56.2,57.6,57.4,56.5,57.4,57.5,56.8
Washington,Temperature,Fahrenheit,46.1,47.4,45.6,47,45.2,43.9,47,48.3,47.2,46.5,47.7,46.7,49,45.3,47.9,47.5,45.8,46.9,48.7,46.8,46.4,46.8,46.8,48.3,48.3,47.5,47.5,46.8,45.9,46.3,46.8,45.6,47,47.3,48.1,50.1,48.8,46.7,47.9,46.5,48,48.4
West Virginia,Temperature,Fahrenheit,50.6,50.1,51.2,51.7,51.1,52.2,52.1,52.2,51.1,51.3,53.2,53.9,51.4,51.9,51.6,52,50.4,51.1,54.1,53.2,52.2,52.1,53.5,51.6,52.7,52.9,52.6,53.4,51.9,51.9,52.3,53,54.3,51.9,50.7,52.8,54.6,54.1,53.1,54.1,54.1,53.2
Wisconsin,Temperature,Fahrenheit,42.4,43.4,41.2,44.1,42.7,41.9,42.7,46.2,43.7,41.6,44.2,43.6,42.7,41.7,42.8,43.2,40.4,42.3,47.3,45.5,44.4,44.5,44.7,43.2,43.7,45.1,45.6,45.2,42,42.1,45.5,43.8,47.4,42.3,39.7,44.5,46.7,44.8,42.9,42.2,44.8,45.7
Wyoming,Temperature,Fahrenheit,41.7,44,40,41.4,39.5,39.2,42.2,42.6,42.8,41.2,42.1,41.3,42.7,38.6,42.8,41.7,41.2,41.2,42.6,43,42.8,43.1,41.2,43,42.4,43.1,43.1,43.5,40.6,41.1,41.6,41.2,44.7,41.8,41.8,44.3,44.1,42.9,42.5,40.2,42.7,43.5
Connecticut,Disaster,Occurrences,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,2,2,3,0,1,0,0,0,1,2,1
California,Disaster,Occurrences,3,2,3,4,0,2,1,1,4,0,2,1,5,1,2,2,0,2,1,1,1,0,11,6,20,4,8,8,14,11,9,4,3,8,12,8,10,10,15,9,15,9
Washington,Disaster,Occurrences,1,0,1,1,0,1,3,1,1,1,1,2,2,1,5,0,3,6,2,2,2,4,2,3,4,2,3,5,2,2,2,0,8,3,8,7,5,2,7,1,6,8
Arizona,Disaster,Occurrences,1,0,0,0,1,1,0,0,0,0,1,0,0,5,4,2,2,0,0,1,0,1,5,3,2,7,5,0,1,2,5,4,0,4,0,3,0,3,3,3,6,5
Louisiana,Disaster,Occurrences,1,0,0,2,1,1,1,0,1,2,1,2,1,1,1,1,0,1,1,2,1,2,1,2,1,3,0,1,2,0,1,2,2,1,0,1,1,2,1,4,2,8
Arkansas,Disaster,Occurrences,1,0,1,1,0,0,0,0,2,1,1,0,1,0,0,0,1,2,1,1,0,3,1,1,1,0,0,0,3,4,2,1,0,3,2,1,2,0,0,3,2,0
Mississippi,Disaster,Occurrences,1,0,1,2,2,1,0,1,0,0,1,3,1,2,1,1,0,1,0,2,0,1,0,4,1,0,0,0,3,0,2,1,1,1,1,1,2,1,1,3,3,4
